city,hotel_description,hotel_facilities,property_name
Calicut,"The standard check-in time is 12:00 PM and the standard check-out time is 12:00 PM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly Hotel may charge compulsory gala dinner supplement on Christmas / New Year's eve or other festive periods. Any such supplements need to be paid directly at the hotel. It is mandatory for guests to present valid photo identification at the time of check-in. According to government regulations, a valid Photo ID has to be carried by every person above the age of 18 staying at the hotel. The identification proofs accepted are Driving License, Voter ID Card, and Passport. Without valid ID the guest will not be allowed to check-in.",Doctor on Call|Dry Cleaning|Lift / Elevator|Lobby|24 Hour Front Desk|Room Service,BEACH HOTEL
Goa,The standard check-in time is 10:00 AM and the standard check-out time is 10:00 AM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly Children not free and will be charged Rs. 500 per head.,Doctor on Call|Internet Access - Surcharge|Parking Facilities Available,Arjun Villa
Guwahati,The standard check-in time is 10:00 AM and the standard check-out time is 10:00 AM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly unmarried couple are not allowed.,Laundry Service Available|Lift / Elevator|Parking Facilities Available|Front Desk|Locker Facility|Power Backup|Multi Lingual Staff|Kitchen available (home cook food on request)|Vegetarian Food / Jain Food Available|Food Facility|Internet Access Free|Party hall|Outdoor Parking - Secured|Parking Facility|Room Service|Suites,Awesome Palace
Tiruvannamalai,"The standard check-in time is 12:00 PM and the standard check-out time is 12:00 PM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly In keeping with our security procedures, we request all guests to carry a photo identity proof to present at check in.Foreign nationals are required to submit passport and valid visa. Our hotel is Non smoking Non alcoholic hotel.","Babysitting/ Child Care (surcharge)|Banquet Facilities|Currency Exchange|Doctor on Call|Dry Cleaning|Gift Shop |Laundry Service Available|Lift / Elevator|Lobby|Front Desk|Multi Cuisine Restaurant |Locker Facility|Non Smoking Hotel|Local Tour / Travel Desk|Valet service|Major Credit Cards Accepted|24 Hour Front Desk|Welcome Drinks|Power Backup|Multi Lingual Staff|Wake-up Call / Service|Access Via Exterior Corridors|Multi - Line Phone|Pick Up and Drop (Rly Station, Bus Stand, Temple)|Transfers Available|Extra Person / Child - Share the same room|Village Visit ( Chargeable )|Car Rental|Express Laundry|Meditation Room| Drivers Rest Room|Internet Access Free|Newspapers In Lobby|Room Service (24 Hours)|Party hall|RO Water Purification System|Parking Facility",Arpanaa Hotel
Hyderabad,The standard check-in time is 12:00 PM and the standard check-out time is 12:00 PM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly,Laundry Service Available|Medical Assistance Available|Suitable For Children|Room Service,Athidhi Guest House
Mumbai,"The standard check-in time is 12:00 PM and the standard check-out time is 12:00 PM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly Early checkin subject to availibiity,Unmarried couples are not allowed",Doctor on Call|Lobby|Front Desk|Local Tour / Travel Desk|24 Hour Front Desk|Power Backup|Internet Access Free|Newspapers In Lobby|Room Service (24 Hours)|Restaurant,Astoria Hotel
Rishikesh,"The standard check-in time is 12:00 PM and the standard check-out time is 12:00 PM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly Booking rates will not be valid for Christmas and New year dates, High season and long weekend dates extra supplement will be charged over and above the paid rates as per actual and hotel discretion.",Airport Transfer Available / Surcharge|Currency Exchange|Doctor on Call|Internet Access - Surcharge|Laundry Service Available|Parking Facilities Available|Front Desk|Local Tour / Travel Desk|Major Credit Cards Accepted|24 Hour Front Desk|Luggage Storage|Medical Assistance Available|Power Backup|Express Check-In / Check-Out|Wake-up Call / Service|Suitable For Children|Smoking Rooms|Fax Machine|Kitchen available (home cook food on request)| Bike on Rent|Vegetarian Food / Jain Food Available|Car Rental|Taxi Services|Food Facility| Drivers Rest Room|Internet Access Free|Newspapers In Lobby|Postal / Parcel Services|Family Room|Room Service (24 Hours)|Air / Rail Booking|STD / ISD|Courier Service|Laptop Available on Hire|Internet / Fax (Reception area only)|Parking Facility|Internet Access|Room Service|Trekking|CCTV|First-Aid Kit at Front Desk|Full Time Operation for All 7 Days|Hotel Trading License|Paid Transfers|Stamps and Mailing Facility,Bhagirathi Palace
Gwalior,The standard check-in time is 02:00 PM and the standard check-out time is 12:00 PM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly We do not allow unmarried / unrelated couples to checkin. This is at full discretion of the hotel management. No refund would be applicable in case the checkin is denied under such circumstances,Doctor on Call|Front Desk|24 Hour Front Desk|Parking Facility,Arihant Guest House.
Lucknow,The standard check-in time is 12:00 PM and the standard check-out time is 12:00 PM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly 1. All guests requested to carry Valid ID proof for Check Inn. 2. Couple Guests with Local ID's are not allowed to check inn. 3. Cancellation and prepayment policies vary according to room type.,,Avadh INN
Ernakulam,The standard check-in time is 12:00 PM and the standard check-out time is 11:00 AM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly Valid ID proof is required at the time of check in for all guests.,Laundry Service Available|Parking Facilities Available|Power Backup|Internet Access Free|Parking Facility,Athithi Homes
Alleppey,The standard check-in time is 12:00 PM and the standard check-out time is 09:00 AM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly Right to Admission Reserved,Power Backup|Fire Safety,Bens Houseboats 4 Bed Room A/c DLX (2)
Goa,"The standard check-in time is 02:00 PM and the standard check-out time is 11:00 AM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly AS PER GOVERNMENT DIRECTIVES IT IS MANDATORY FOR ALL GUEST TO SHOW THEIR PHOTO ID AT CHECK IN, WHICH CAN BE IN FORM OF PASSPORT AND VISA COPY/ DRIVING LICENSE/ VOTER ID CARD FAILING WHICH THE HOTEL RESERVES THE RIGHT OF REFUSAL.","Swimming Pool|Airport Transfer Available / Surcharge|Bar / Lounge |Currency Exchange|Doctor on Call|Laundry Service Available|Night Club|Non Smoking Rooms|Front Desk|Locker Facility|Major Credit Cards Accepted|Welcome Drinks|Power Backup|Gardens|Wake-up Call / Service|Pick Up and Drop (Rly Station, Bus Stand, Temple)|Smoking Area |Veranda|Open Air Restaurant / Dining | Bike on Rent|Car Rental|Taxi Services|Newspapers In Lobby|Baggage Room|Outdoor Parking - Secured|Parking Facility|Internet Access|Restaurant|Fire Safety",Antares Beach Resort
Jaipur,The standard check-in time is 02:00 PM and the standard check-out time is 12:00 PM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly Children under the age of 15 years are not allowed in dormitories even if accompanied by parents.  Advance payment is mandatory. No pet policy.,Doctor on Call|Dry Cleaning|Games Zone|Laundry Service Available|Library|Lobby|Non Smoking Rooms|Parking Facilities Available|Front Desk|Locker Facility|Local Tour / Travel Desk|Major Credit Cards Accepted|24 Hour Front Desk|Power Backup|Audio - Visual Equipment|Wake-up Call / Service|Coffee Shop / Cafe|Smoking Rooms|Veranda| Bike on Rent|Car Rental|Express Laundry|Food Facility|Internet Access Free|Newspapers In Lobby|Family Room|RO Water Purification System|Outdoor Parking - Secured|Parking Facility|Internet Access|Recreation Zone,Backpacker Panda Jaipur
